id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction,AverageRating
17209,Male,63,business,Personal Travel,Individual/Couple,4,4,4,2,4,4,4,5,5,4,satisfied,4.0
75717,Female,45,tourism,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,5,satisfied,4.1
87439,Female,45,tourism,Group Travel,Group bookings,5,3,5,5,3,4,5,4,5,3,satisfied,4.3
10644,Male,54,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,3,4,5,satisfied,4.3
76450,Female,40,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,5,4,3,satisfied,4.7
74105,Male,35,academic,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,4,satisfied,4.6
76528,Male,55,academic,Group Travel,Group bookings,3,3,3,3,5,5,5,5,5,4,satisfied,4.1
6265,Male,35,academic,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,3,satisfied,4.8
125678,Female,35,tourism,Group Travel,Group bookings,2,3,3,5,5,5,5,5,5,5,neutral or dissatisfied,4.2
75946,Female,50,tourism,Group Travel,Group bookings,5,5,5,5,5,5,3,4,3,3,satisfied,4.4
55686,Female,43,tourism,Group Travel,Group bookings,4,4,4,4,4,4,5,4,5,5,satisfied,4.2
90364,Female,38,academic,Group Travel,Group bookings,4,4,4,4,5,4,5,4,5,4,satisfied,4.3
97656,Female,50,aviation,Group Travel,Group bookings,3,3,5,3,3,4,5,5,5,3,satisfied,4.0
83931,Male,58,aviation,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,5,satisfied,4.3
110449,Male,61,business,Personal Travel,Individual/Couple,3,4,3,4,5,4,5,5,4,5,neutral or dissatisfied,4.1
120903,Male,31,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,3,5,4,satisfied,4.4
40929,Female,23,personal,Group Travel,Not defined,5,3,3,3,5,4,5,3,5,5,satisfied,4.0
62889,Female,44,business,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,3,satisfied,4.7
63203,Female,41,personal,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,4,satisfied,4.1
4759,Female,51,personal,Group Travel,Group bookings,4,4,5,4,3,4,4,4,4,5,satisfied,4.0
21274,Male,22,academic,Group Travel,Individual/Couple,5,1,4,4,5,4,5,5,3,5,satisfied,4.0
94902,Male,58,business,Group Travel,Individual/Couple,5,5,5,5,5,5,5,2,4,5,satisfied,4.6
81032,Female,57,tourism,Group Travel,Group bookings,4,4,4,4,2,5,5,5,5,5,satisfied,4.2
1516,Male,36,academic,Group Travel,Group bookings,5,5,4,5,3,5,5,3,5,3,satisfied,4.4
121023,Female,65,business,Personal Travel,Individual/Couple,2,5,2,4,5,4,5,4,5,5,neutral or dissatisfied,4.0
62253,Male,60,tourism,Group Travel,Group bookings,5,5,5,5,4,4,5,3,5,5,satisfied,4.6
93300,Male,15,tourism,Group Travel,Group bookings,5,5,5,3,4,4,4,3,4,4,satisfied,4.1
70304,Female,29,personal,Group Travel,Group bookings,5,5,5,5,5,5,5,5,5,5,satisfied,5.0
80095,Female,46,personal,Group Travel,Group bookings,4,4,4,4,2,4,5,4,5,3,satisfied,4.0
58067,Female,42,tourism,Group Travel,Group bookings,4,4,4,4,4,5,4,3,4,5,satisfied,4.0
55529,Male,40,academic,Group Travel,Group bookings,4,4,4,4,3,4,4,5,4,3,satisfied,4.0
39785,Male,60,academic,Group Travel,Group bookings,5,1,5,5,5,4,4,5,4,4,satisfied,4.2
34705,Female,32,tourism,Group Travel,Group bookings,5,5,4,5,5,5,5,2,1,5,satisfied,4.1
83012,Female,60,tourism,Group Travel,Group bookings,5,5,5,5,2,5,3,5,3,3,satisfied,4.2
61494,Female,43,tourism,Group Travel,Group bookings,3,3,3,3,5,4,5,5,5,5,satisfied,4.0
61956,Male,63,tourism,Group Travel,Individual/Couple,5,4,4,4,5,5,5,4,3,5,satisfied,4.3
75713,Male,53,academic,Group Travel,Group bookings,4,5,4,4,4,5,4,4,4,5,satisfied,4.2
114133,Female,44,business,Group Travel,Group bookings,5,5,5,5,5,5,4,3,4,4,satisfied,4.6
24997,Female,65,personal,Personal Travel,Individual/Couple,3,5,3,5,3,5,4,4,4,4,neutral or dissatisfied,4.0
90415,Female,28,personal,Group Travel,Group bookings,5,5,5,5,3,3,3,3,5,3,satisfied,4.1
93394,Male,30,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
18092,Female,28,business,Group Travel,Not defined,4,5,5,5,4,4,4,5,1,4,satisfied,4.1
2740,Male,58,business,Group Travel,Group bookings,3,3,3,3,5,4,5,5,5,3,satisfied,4.0
76368,Female,43,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,5,satisfied,4.6
106553,Male,58,tourism,Personal Travel,Individual/Couple,5,3,5,3,4,5,4,4,3,4,satisfied,4.0
87253,Female,40,business,Group Travel,Group bookings,4,4,4,4,5,5,3,5,3,5,satisfied,4.1
45263,Female,46,tourism,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,4,satisfied,4.6
83933,Female,22,tourism,Group Travel,Group bookings,4,0,4,5,5,5,5,4,4,5,satisfied,4.0
104788,Female,57,academic,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,5,satisfied,4.4
7608,Female,38,tourism,Group Travel,Individual/Couple,4,5,5,5,4,4,4,1,4,4,satisfied,4.0
78391,Female,21,personal,Personal Travel,Individual/Couple,3,4,3,5,5,5,5,3,4,5,neutral or dissatisfied,4.1
119791,Female,64,academic,Group Travel,Group bookings,5,5,5,5,5,4,5,5,5,4,satisfied,4.9
21712,Male,54,aviation,Personal Travel,Not defined,4,5,4,4,4,5,5,5,3,5,neutral or dissatisfied,4.3
127714,Female,44,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,4,5,3,satisfied,4.9
118479,Male,52,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,4,satisfied,4.8
79830,Male,46,academic,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,5,satisfied,4.1
75048,Female,51,business,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,5,satisfied,4.4
171,Female,49,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,3,satisfied,4.3
20496,Male,47,tourism,Group Travel,Group bookings,4,4,4,4,4,3,5,3,5,1,satisfied,4.0
91995,Male,27,tourism,Personal Travel,Individual/Couple,4,4,4,3,4,4,4,4,5,4,satisfied,4.0
94335,Male,54,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,4,5,4,satisfied,4.9
107464,Male,49,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,4,5,4,satisfied,4.4
75289,Female,46,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,3,satisfied,4.3
113980,Male,45,aviation,Group Travel,Group bookings,4,4,4,4,2,5,5,5,5,3,satisfied,4.2
101379,Female,44,academic,Group Travel,Group bookings,5,5,5,5,4,4,5,3,5,3,satisfied,4.6
39286,Female,40,tourism,Group Travel,Group bookings,4,4,4,4,4,5,5,3,5,2,satisfied,4.2
71519,Female,47,tourism,Group Travel,Group bookings,5,5,5,5,3,4,5,3,5,5,satisfied,4.4
119447,Male,46,business,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,4,satisfied,4.2
117963,Female,47,business,Personal Travel,Individual/Couple,5,4,5,3,3,4,5,3,5,3,satisfied,4.1
74308,Female,41,academic,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,4,satisfied,4.7
151,Male,36,tourism,Group Travel,Group bookings,5,1,5,5,2,5,5,4,5,5,satisfied,4.1
98719,Male,37,academic,Group Travel,Not defined,5,4,4,4,5,5,5,4,3,5,satisfied,4.3
98065,Male,47,academic,Group Travel,Group bookings,4,5,5,5,3,3,4,3,4,4,neutral or dissatisfied,4.0
30397,Male,48,business,Personal Travel,Individual/Couple,4,5,4,4,5,4,5,5,5,5,satisfied,4.6
82075,Male,34,aviation,Group Travel,Group bookings,5,5,5,5,4,4,3,4,3,5,satisfied,4.2
126960,Female,56,academic,Group Travel,Group bookings,5,5,5,5,3,5,5,5,5,4,satisfied,4.8
47015,Female,48,personal,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,4,satisfied,4.0
98930,Female,52,tourism,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,5,satisfied,4.8
7222,Female,30,tourism,Group Travel,Group bookings,4,4,4,4,4,5,4,5,4,4,satisfied,4.2
58476,Male,48,business,Group Travel,Group bookings,3,3,3,4,5,5,5,3,5,5,satisfied,4.0
46013,Male,44,tourism,Group Travel,Group bookings,4,4,4,4,5,3,4,4,4,1,neutral or dissatisfied,4.0
90262,Male,41,tourism,Group Travel,Group bookings,4,4,4,4,5,4,4,4,4,3,satisfied,4.1
123591,Female,25,tourism,Personal Travel,Individual/Couple,3,5,2,5,5,5,5,5,5,5,neutral or dissatisfied,4.4
79506,Male,32,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,4,5,4,satisfied,4.6
69322,Female,56,tourism,Group Travel,Group bookings,5,3,5,5,3,5,4,3,4,4,satisfied,4.1
106374,Female,28,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,4,satisfied,4.4
93673,Female,24,business,Personal Travel,Individual/Couple,2,5,2,3,5,5,5,4,5,5,neutral or dissatisfied,4.0
84496,Female,42,business,Group Travel,Group bookings,4,4,4,4,5,5,3,5,3,5,satisfied,4.1
129320,Female,40,tourism,Group Travel,Group bookings,5,5,5,5,4,4,5,3,5,5,satisfied,4.6
123562,Female,54,business,Group Travel,Group bookings,5,5,2,5,4,4,4,4,4,5,satisfied,4.1
128959,Male,36,aviation,Group Travel,Individual/Couple,5,5,3,5,5,5,5,5,5,5,satisfied,4.8
54055,Male,22,academic,Group Travel,Group bookings,5,5,5,5,5,5,5,3,5,5,satisfied,4.8
64340,Female,51,aviation,Group Travel,Group bookings,4,4,3,4,4,5,4,5,4,5,satisfied,4.1
109751,Female,37,tourism,Group Travel,Group bookings,5,5,5,2,4,4,4,5,5,4,satisfied,4.3
99149,Female,36,academic,Group Travel,Not defined,5,5,5,5,5,5,5,4,2,5,satisfied,4.6
66831,Male,41,academic,Group Travel,Group bookings,4,4,4,4,3,5,5,3,5,3,satisfied,4.1
8054,Male,42,aviation,Group Travel,Group bookings,4,4,4,1,5,5,5,5,5,5,neutral or dissatisfied,4.2
127260,Female,49,tourism,Group Travel,Group bookings,4,3,3,2,5,5,5,5,5,5,satisfied,4.1
97474,Male,39,tourism,Group Travel,Group bookings,5,5,5,5,5,4,4,5,4,3,satisfied,4.7
97260,Male,51,tourism,Personal Travel,Individual/Couple,1,4,4,3,5,5,5,5,5,5,neutral or dissatisfied,4.1
45690,Female,30,tourism,Group Travel,Group bookings,5,5,5,5,3,3,3,3,5,3,satisfied,4.1
122989,Male,41,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,4,5,3,satisfied,4.4
127721,Female,49,academic,Group Travel,Group bookings,4,4,4,4,4,5,5,3,5,3,satisfied,4.2
128516,Male,8,tourism,Personal Travel,Individual/Couple,3,4,5,4,4,4,4,3,5,4,neutral or dissatisfied,4.0
95460,Female,39,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,4,satisfied,4.0
187,Male,36,business,Group Travel,Group bookings,3,3,3,3,5,5,5,5,4,5,neutral or dissatisfied,4.0
19808,Female,30,business,Group Travel,Group bookings,5,5,5,5,4,4,4,4,1,4,satisfied,4.1
10575,Female,54,business,Group Travel,Group bookings,4,4,4,4,4,4,5,3,5,4,satisfied,4.1
67652,Female,44,business,Group Travel,Group bookings,4,4,4,4,4,4,4,5,4,4,satisfied,4.1
38332,Male,26,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,5,3,5,satisfied,4.8
90270,Female,27,academic,Group Travel,Group bookings,5,5,1,5,4,4,4,4,5,4,satisfied,4.1
10511,Female,57,business,Group Travel,Group bookings,5,5,5,5,4,5,3,3,3,5,satisfied,4.2
70434,Female,48,tourism,Group Travel,Group bookings,5,5,2,5,5,5,5,5,5,5,satisfied,4.7
88717,Male,64,tourism,Personal Travel,Individual/Couple,3,5,3,4,5,5,5,3,5,5,neutral or dissatisfied,4.2
20425,Female,26,business,Personal Travel,Individual/Couple,5,5,5,3,5,5,5,3,5,5,satisfied,4.6
108611,Male,62,aviation,Personal Travel,Individual/Couple,4,5,4,4,5,5,5,3,5,5,neutral or dissatisfied,4.4
69533,Female,58,business,Group Travel,Group bookings,5,5,5,5,5,5,5,5,3,5,satisfied,4.8
16431,Female,29,academic,Group Travel,Individual/Couple,5,4,4,4,5,5,5,2,4,5,satisfied,4.2
111548,Female,58,aviation,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,4,satisfied,4.7
109168,Male,49,aviation,Group Travel,Group bookings,5,5,5,5,2,4,5,4,5,4,satisfied,4.4
62849,Female,54,academic,Group Travel,Group bookings,4,4,4,4,3,5,5,3,5,3,satisfied,4.1
77850,Female,17,tourism,Group Travel,Individual/Couple,5,5,5,4,4,5,4,3,3,4,satisfied,4.2
54934,Male,57,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,4,satisfied,4.3
100410,Female,17,business,Group Travel,Group bookings,4,4,4,4,5,5,5,5,4,5,satisfied,4.4
7706,Female,60,tourism,Personal Travel,Individual/Couple,3,5,3,3,5,5,4,5,4,5,neutral or dissatisfied,4.1
91681,Female,41,academic,Group Travel,Group bookings,4,4,4,4,2,4,5,4,5,5,satisfied,4.0
120042,Female,57,aviation,Group Travel,Group bookings,4,1,4,4,3,5,5,5,5,4,satisfied,4.0
124783,Male,52,tourism,Group Travel,Group bookings,4,4,4,4,4,5,4,5,4,4,satisfied,4.2
44939,Female,30,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,2,5,4,satisfied,4.3
122995,Female,42,business,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,3,satisfied,4.0
104912,Female,40,personal,Group Travel,Group bookings,5,5,5,5,5,5,5,4,5,5,satisfied,4.9
10889,Male,21,aviation,Group Travel,Individual/Couple,4,4,5,5,4,4,4,2,4,4,neutral or dissatisfied,4.0
76481,Female,47,business,Group Travel,Group bookings,4,4,4,4,3,5,5,4,5,4,satisfied,4.2
53396,Male,55,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,5,5,5,satisfied,5.0
119048,Female,55,aviation,Group Travel,Group bookings,4,4,4,4,2,5,5,4,5,4,satisfied,4.1
18471,Female,34,tourism,Group Travel,Individual/Couple,5,4,4,4,5,5,5,4,2,5,satisfied,4.2
58406,Female,38,tourism,Group Travel,Group bookings,5,5,5,5,3,3,3,3,4,3,satisfied,4.0
83851,Male,28,academic,Personal Travel,Individual/Couple,5,5,5,3,4,4,4,3,4,4,satisfied,4.1
107600,Male,50,business,Group Travel,Group bookings,4,4,4,4,2,4,5,4,5,3,satisfied,4.0
119924,Female,34,tourism,Group Travel,Group bookings,3,3,5,3,4,5,5,4,5,4,satisfied,4.1
73722,Female,50,business,Group Travel,Individual/Couple,5,4,4,4,3,5,5,4,5,2,satisfied,4.3
48864,Male,34,business,Group Travel,Group bookings,5,3,5,5,4,3,4,4,4,5,satisfied,4.1
31233,Male,27,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,2,3,4,satisfied,4.1
12291,Male,39,tourism,Group Travel,Individual/Couple,5,4,4,4,5,5,5,2,5,5,satisfied,4.3
7380,Female,49,business,Group Travel,Group bookings,5,5,5,5,2,4,5,3,5,4,satisfied,4.3
13519,Male,26,business,Group Travel,Group bookings,5,5,5,5,4,4,4,3,4,4,satisfied,4.3
110259,Female,53,tourism,Group Travel,Group bookings,5,5,5,5,4,5,2,3,2,4,satisfied,4.0
113321,Male,53,tourism,Group Travel,Group bookings,4,4,4,4,3,5,5,5,5,5,satisfied,4.3
81091,Female,20,business,Personal Travel,Individual/Couple,4,4,4,4,5,4,5,4,3,5,neutral or dissatisfied,4.1
110286,Female,43,aviation,Group Travel,Group bookings,5,5,5,5,4,5,4,4,4,5,satisfied,4.6
106646,Male,25,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,5,5,4,satisfied,4.2
63162,Male,60,aviation,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,4,satisfied,4.7
7566,Male,45,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,4,satisfied,4.3
123442,Male,47,academic,Group Travel,Group bookings,4,4,4,4,3,4,5,3,5,5,satisfied,4.0
89070,Male,40,business,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,5,satisfied,4.3
73447,Male,14,academic,Personal Travel,Individual/Couple,4,4,4,4,4,3,4,4,5,4,satisfied,4.0
68295,Female,20,tourism,Group Travel,Group bookings,5,5,5,5,5,5,5,5,4,5,satisfied,4.9
58695,Female,25,business,Group Travel,Group bookings,4,4,4,4,4,4,5,4,5,4,satisfied,4.2
73242,Female,47,aviation,Group Travel,Group bookings,5,5,5,5,4,4,4,5,4,5,satisfied,4.6
68069,Male,57,business,Group Travel,Group bookings,3,3,3,4,5,5,5,3,5,5,neutral or dissatisfied,4.0
47242,Male,46,aviation,Group Travel,Group bookings,4,4,4,4,4,5,4,4,4,3,satisfied,4.1
75831,Male,47,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,4,satisfied,4.6
110779,Female,51,tourism,Group Travel,Group bookings,5,5,4,5,5,5,5,3,5,4,satisfied,4.7
119503,Female,29,tourism,Group Travel,Group bookings,5,4,5,5,5,5,5,5,5,5,satisfied,4.9
20380,Male,41,aviation,Group Travel,Not defined,4,5,5,5,4,4,4,2,4,4,satisfied,4.1
128366,Male,39,personal,Group Travel,Group bookings,5,5,5,5,4,4,5,5,5,5,satisfied,4.8
60790,Male,38,business,Group Travel,Group bookings,5,5,5,5,4,5,4,3,4,3,satisfied,4.4
97319,Female,59,tourism,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,3,satisfied,4.0
109799,Female,50,business,Group Travel,Group bookings,4,4,5,4,5,5,4,3,4,3,satisfied,4.2
107177,Male,31,aviation,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,4,satisfied,4.0
54212,Male,42,personal,Personal Travel,Not defined,2,5,2,5,5,5,5,5,5,5,neutral or dissatisfied,4.3
125429,Male,66,academic,Personal Travel,Individual/Couple,5,5,5,1,5,5,5,5,5,5,satisfied,4.6
22260,Male,35,tourism,Group Travel,Individual/Couple,5,4,4,4,5,5,5,3,1,5,satisfied,4.0
54298,Male,36,personal,Personal Travel,Individual/Couple,3,5,3,3,5,2,5,5,5,5,neutral or dissatisfied,4.0
119691,Female,40,tourism,Group Travel,Group bookings,4,4,4,4,3,5,5,5,5,3,satisfied,4.3
40900,Male,26,tourism,Personal Travel,Individual/Couple,3,4,3,4,4,4,4,5,5,4,neutral or dissatisfied,4.0
58291,Female,16,business,Personal Travel,Individual/Couple,4,5,5,5,3,3,3,4,5,3,neutral or dissatisfied,4.1
93395,Female,40,personal,Group Travel,Group bookings,5,5,5,5,2,4,5,4,5,4,satisfied,4.4
119628,Female,22,tourism,Group Travel,Individual/Couple,5,5,5,1,4,4,4,5,4,4,satisfied,4.1
85457,Male,47,academic,Group Travel,Group bookings,4,4,4,4,5,4,4,3,4,3,satisfied,4.0
58259,Male,49,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,5,4,5,satisfied,4.4
88292,Male,54,business,Group Travel,Group bookings,5,5,4,5,3,5,4,3,4,3,satisfied,4.2
99489,Female,54,tourism,Personal Travel,Individual/Couple,4,5,4,3,5,5,3,5,3,4,neutral or dissatisfied,4.1
73592,Male,56,aviation,Group Travel,Group bookings,5,5,5,5,2,5,5,3,5,5,satisfied,4.4
122208,Female,38,personal,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,4,satisfied,4.0
109692,Male,45,business,Group Travel,Group bookings,5,5,5,5,3,4,5,3,5,3,satisfied,4.4
3970,Male,45,academic,Group Travel,Group bookings,5,5,5,5,5,4,5,3,5,4,satisfied,4.7
27246,Male,37,business,Group Travel,Not defined,4,5,5,5,4,4,4,5,1,4,satisfied,4.1
97851,Female,48,academic,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,5,satisfied,4.8
93778,Male,56,tourism,Group Travel,Group bookings,5,5,5,5,3,4,5,5,5,3,satisfied,4.7
99508,Male,53,aviation,Personal Travel,Individual/Couple,4,4,4,3,5,2,5,4,5,5,neutral or dissatisfied,4.0
39845,Female,37,academic,Group Travel,Individual/Couple,5,5,5,5,5,5,5,5,5,5,satisfied,5.0
114779,Male,55,academic,Group Travel,Group bookings,5,5,4,5,4,5,4,5,4,4,satisfied,4.6
50179,Female,39,academic,Group Travel,Individual/Couple,5,4,4,4,5,5,5,3,4,5,satisfied,4.3
36116,Female,46,tourism,Group Travel,Individual/Couple,4,5,5,5,1,5,4,3,4,1,satisfied,4.0
51693,Female,45,personal,Group Travel,Group bookings,4,4,4,4,5,3,5,4,5,3,satisfied,4.2
98036,Male,43,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,5,4,5,satisfied,4.1
31852,Female,73,academic,Group Travel,Individual/Couple,5,4,4,4,4,3,5,5,5,2,satisfied,4.3
85900,Male,50,tourism,Group Travel,Group bookings,5,4,5,5,3,5,3,3,3,3,satisfied,4.0
98582,Female,40,tourism,Group Travel,Group bookings,5,5,5,5,3,4,3,4,3,5,satisfied,4.1
83420,Male,17,aviation,Personal Travel,Individual/Couple,5,4,5,2,4,4,4,4,4,4,satisfied,4.0
107166,Female,56,business,Group Travel,Group bookings,3,3,3,3,5,5,4,5,5,5,satisfied,4.0
99206,Female,23,tourism,Personal Travel,Individual/Couple,5,4,5,4,4,3,4,3,5,4,satisfied,4.1
57892,Male,34,academic,Group Travel,Group bookings,3,3,4,3,5,5,5,4,5,5,satisfied,4.1
44763,Male,36,aviation,Group Travel,Individual/Couple,5,3,3,3,5,5,5,5,3,5,satisfied,4.1
100475,Male,52,academic,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,3,satisfied,4.1
108974,Male,56,academic,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,4,satisfied,4.6
69212,Male,50,aviation,Group Travel,Group bookings,3,3,5,3,4,5,5,4,5,5,satisfied,4.1
14955,Male,45,tourism,Personal Travel,Individual/Couple,4,3,4,3,4,4,4,5,5,4,neutral or dissatisfied,4.0
124644,Male,46,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,4,5,3,satisfied,4.4
98044,Male,30,personal,Group Travel,Group bookings,4,4,4,4,4,4,4,3,5,4,satisfied,4.0
58848,Male,57,aviation,Personal Travel,Individual/Couple,4,5,4,2,5,5,5,5,4,5,neutral or dissatisfied,4.3
107975,Female,40,academic,Group Travel,Group bookings,5,5,5,5,1,4,4,4,4,4,satisfied,4.1
61569,Male,20,tourism,Group Travel,Group bookings,4,5,4,4,4,4,4,4,4,4,satisfied,4.1
9414,Male,7,academic,Personal Travel,Not defined,3,4,3,4,5,5,5,3,4,5,neutral or dissatisfied,4.0
21057,Female,45,tourism,Group Travel,Group bookings,5,5,5,5,4,3,4,1,4,5,satisfied,4.0
59128,Male,13,academic,Personal Travel,Individual/Couple,4,5,5,3,4,4,4,4,5,4,neutral or dissatisfied,4.2
109271,Female,20,academic,Personal Travel,Not defined,4,5,4,2,4,4,4,5,5,4,neutral or dissatisfied,4.1
93334,Male,56,academic,Group Travel,Group bookings,4,4,4,4,2,5,4,5,4,5,satisfied,4.0
31672,Female,52,academic,Group Travel,Individual/Couple,4,3,5,5,3,3,5,3,5,5,satisfied,4.0
114724,Female,49,tourism,Group Travel,Group bookings,5,5,5,5,4,4,5,3,5,3,satisfied,4.6
7399,Male,57,academic,Group Travel,Group bookings,4,4,4,4,5,5,4,3,4,4,satisfied,4.1
49746,Female,47,aviation,Group Travel,Group bookings,5,5,5,5,3,4,5,3,5,4,satisfied,4.4
64016,Male,38,tourism,Group Travel,Group bookings,5,5,3,5,5,4,4,4,4,4,satisfied,4.3
116457,Female,67,academic,Personal Travel,Individual/Couple,2,4,3,3,5,5,5,4,5,3,neutral or dissatisfied,4.0
98010,Female,28,aviation,Group Travel,Group bookings,3,3,3,3,5,5,5,5,4,5,satisfied,4.0
100829,Male,52,tourism,Group Travel,Group bookings,5,4,5,5,5,5,4,5,4,3,satisfied,4.7
63919,Male,74,business,Group Travel,Group bookings,4,4,4,4,2,4,5,4,5,1,satisfied,4.0
65240,Male,52,academic,Group Travel,Group bookings,5,5,5,5,3,4,4,3,4,5,satisfied,4.2
39909,Female,36,aviation,Personal Travel,Not defined,4,4,4,3,4,4,4,4,5,4,neutral or dissatisfied,4.0
58674,Male,38,academic,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,3,satisfied,4.0
47884,Male,38,tourism,Group Travel,Group bookings,5,5,5,5,4,3,4,1,4,5,satisfied,4.0
33932,Female,20,personal,Group Travel,Group bookings,4,4,4,4,5,5,5,3,2,5,satisfied,4.0
30812,Male,50,aviation,Group Travel,Not defined,5,4,4,4,5,5,5,5,1,5,satisfied,4.2
84103,Male,57,personal,Group Travel,Group bookings,5,5,5,5,4,5,3,5,3,3,satisfied,4.4
672,Male,44,tourism,Group Travel,Group bookings,4,4,4,4,5,4,4,5,4,3,satisfied,4.2
41019,Male,29,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,4,3,5,satisfied,4.2
101383,Male,44,personal,Group Travel,Group bookings,4,4,4,4,4,5,5,3,5,3,satisfied,4.2
61062,Male,54,business,Group Travel,Individual/Couple,3,5,5,5,4,4,4,3,4,4,neutral or dissatisfied,4.1
35539,Female,45,tourism,Personal Travel,Individual/Couple,2,5,2,4,5,5,5,4,5,5,neutral or dissatisfied,4.1
89513,Male,46,tourism,Group Travel,Group bookings,3,3,5,3,4,4,5,4,5,3,satisfied,4.0
123948,Female,25,tourism,Group Travel,Not defined,4,4,5,3,5,5,5,2,3,5,neutral or dissatisfied,4.0
109025,Female,22,academic,Group Travel,Group bookings,5,5,5,1,5,5,5,4,4,5,satisfied,4.3
69167,Female,32,aviation,Group Travel,Group bookings,4,4,4,4,4,5,4,4,5,4,satisfied,4.2
62832,Male,45,tourism,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,3,satisfied,4.3
63049,Female,17,business,Personal Travel,Individual/Couple,3,5,3,2,5,5,5,4,5,5,neutral or dissatisfied,4.1
99676,Male,54,business,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,5,satisfied,4.2
62249,Female,64,academic,Personal Travel,Individual/Couple,3,3,3,3,4,5,5,5,5,3,neutral or dissatisfied,4.0
37572,Female,23,business,Group Travel,Individual/Couple,4,4,4,4,5,5,5,4,4,5,neutral or dissatisfied,4.3
121942,Female,36,aviation,Group Travel,Group bookings,3,3,3,4,5,5,5,4,4,5,neutral or dissatisfied,4.0
38338,Female,59,tourism,Group Travel,Group bookings,5,2,5,5,3,2,5,4,5,1,satisfied,4.0
58731,Male,50,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,3,5,4,satisfied,4.3
120265,Female,60,academic,Personal Travel,Group bookings,3,5,4,4,4,4,4,4,4,5,neutral or dissatisfied,4.0
27179,Female,34,business,Personal Travel,Individual/Couple,3,5,3,4,3,5,4,5,5,5,neutral or dissatisfied,4.1
126670,Female,54,tourism,Group Travel,Group bookings,5,5,5,5,3,4,5,4,5,5,satisfied,4.6
7737,Female,18,academic,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied,4.6
61167,Female,29,personal,Group Travel,Group bookings,4,4,4,4,5,5,5,3,4,5,satisfied,4.2
